# nB[fm-3], eps[MeVfm-3], p[MeVfm-3], M*_p[MeV], M*_n[MeV], chempo_p[MeV], chempo_n[MeV], xp[], kF_p[MeV], kF_n[MeV], gamma_fixYp[], dchempo_delta_dYp[MeV]
0.28 272.6235111 17.43774768 409.0310597 409.0310597 870.0885671 1035.933067 0.07160751356 165.8437129 389.6039516 3.13912157 -1253.755201
0.285 277.8118041 18.41473347 403.9404403 403.9404403 871.8839769 1039.39136 0.07248873635 167.5066038 391.7853157 3.118588325 -1257.272319
0.29 283.0174956 19.42123583 398.9595697 398.9595697 873.7337723 1042.892177 0.073366262 169.1576334 393.9388739 3.098240201 -1260.820395
0.295 288.240794 20.45718336 394.086288 394.086288 875.6367103 1046.433821 0.07423920361 170.7963467 396.0655518 3.078062845 -1264.404365
0.3 293.4818991 21.52248112 389.318436 389.318436 877.5915147 1050.014601 0.07510672988 172.4223287 398.1662348 3.05804513 -1268.028404
0.305 298.7410024 22.61701172 384.6538577 384.6538577 879.5968797 1053.632833 0.07596806491 174.0352032 400.2417699 3.038178764 -1271.695991
0.31 304.018287 23.74063634 380.0904031 380.0904031 881.6514734 1057.28685 0.07682248772 175.6346328 402.2929674 3.018457923 -1275.409965
0.315 309.3139278 24.89319591 375.6259309 375.6259309 883.7539415 1060.974996 0.07766933144 177.2203176 404.3206022 2.99887891 -1279.172576
0.32 314.6280911 26.07451229 371.258311 371.258311 885.9029113 1064.695636 0.07850798232 178.7919942 406.3254162 2.979439841 -1282.985539
0.325 319.9609356 27.28438943 366.985427 366.985427 888.0969955 1068.447154 0.07933787844 180.3494345 408.3081191 2.960140355 -1286.850083
0.33 325.3126115 28.52261462 362.8051785 362.8051785 890.3347958 1072.227958 0.08015850829 181.8924443 410.2693898 2.940981354 -1290.766998
0.335 330.6832614 29.78895967 358.7154834 358.7154834 892.6149072 1076.036481 0.0809694092 183.4208617 412.2098783 2.921964764 -1294.736674
0.34 336.0730199 31.08318216 354.7142801 354.7142801 894.9359209 1079.871183 0.08177016556 184.9345557 414.1302067 2.903093328 -1298.759149
0.345 341.4820143 32.4050266 350.7995295 350.7995295 897.2964285 1083.730553 0.08256040706 186.4334246 416.0309701 2.884370419 -1302.834143
0.35 346.9103641 33.75422563 346.9692168 346.9692168 899.6950247 1087.613114 0.0833398067 187.9173941 417.9127385 2.865799873 -1306.961093
0.355 352.3581817 35.13050113 343.2213532 343.2213532 902.1303108 1091.517416 0.08410807886 189.3864161 419.7760572 2.847385848 -1311.139188
0.36 357.8255722 36.53356541 339.5539777 339.5539777 904.6008978 1095.442049 0.08486497727 190.8404669 421.6214485 2.829132698 -1315.367401
0.365 363.3126337 37.9631222 335.9651581 335.9651581 907.1054085 1099.385633 0.08561029294 192.2795452 423.4494125 2.811044867 -1319.644515
0.37 368.8194578 39.41886776 332.4529928 332.4529928 909.6424807 1103.346826 0.08634385214 193.7036712 425.260428 2.7931268 -1323.96915
0.375 374.3461292 40.90049184 329.0156113 329.0156113 912.210769 1107.324323 0.08706551431 195.1128845 427.0549536 2.775382863 -1328.339789
0.38 379.8927261 42.40767865 325.6511759 325.6511759 914.8089473 1111.316855 0.08777517009 196.5072429 428.8334285 2.757817283 -1332.754797
0.385 385.4593207 43.94010775 322.357882 322.357882 917.4357102 1115.323191 0.08847273924 197.8868209 430.5962738 2.740434098 -1337.212445
0.39 391.045979 45.49745492 319.1339593 319.1339593 920.0897752 1119.342138 0.08915816877 199.2517079 432.3438928 2.723237111 -1341.710924
0.395 396.6527612 47.07939297 315.9776717 315.9776717 922.7698839 1123.372542 0.08983143097 200.6020075 434.076672 2.706229861 -1346.248368
0.4 402.2797217 48.68559249 312.8873187 312.8873187 925.4748032 1127.413285 0.09049252158 201.9378357 435.7949823 2.689415602 -1350.822863
0.405 407.9269095 50.31572256 309.861235 309.861235 928.2033265 1131.463289 0.09114145801 203.2593201 437.4991791 2.67279728 -1355.432464
0.41 413.5943683 51.96945142 306.8977911 306.8977911 930.9542749 1135.521511 0.09177827758 204.5665983 439.1896034 2.656377526 -1360.075207
0.415 419.2821366 53.64644711 303.9953934 303.9953934 933.7264974 1139.586949 0.09240303591 205.8598171 440.8665825 2.640158649 -1364.74912
0.42 424.9902482 55.34637801 301.1524844 301.1524844 936.5188722 1143.658634 0.09301580533 207.1391313 442.5304304 2.624142636 -1369.452233
0.425 430.7187318 57.06891337 298.3675423 298.3675423 939.3303064 1147.735636 0.09361667333 208.4047029 444.1814488 2.608331151 -1374.182583
0.43 436.4676119 58.81372382 295.6390814 295.6390814 942.159737 1151.81706 0.09420574119 209.6567 445.8199273 2.592725544 -1378.93823
0.435 442.2369084 60.58048179 292.9656514 292.9656514 945.006131 1155.902046 0.0947831226 210.8952962 447.4461444 2.577326855 -1383.717254
0.44 448.0266369 62.36886195 290.3458376 290.3458376 947.8684852 1159.98977 0.09534894238 212.1206695 449.0603676 2.562135826 -1388.517769
0.445 453.8368093 64.17854151 287.7782604 287.7782604 950.7458262 1164.07944 0.09590333526 213.3330018 450.6628543 2.547152914 -1393.337922
0.45 459.6674333 66.00920064 285.2615749 285.2615749 953.637211 1168.170298 0.09644644478 214.5324781 452.253852 2.5323783 -1398.175901
0.455 465.518513 67.86052271 282.7944705 282.7944705 956.541726 1172.261617 0.0969784222 215.7192859 453.833599 2.517811903 -1403.029937
0.46 471.3900491 69.73219455 280.3756706 280.3756706 959.458487 1176.352704 0.09749942555 216.8936146 455.4023247 2.503453396 -1407.898307
0.465 477.2820386 71.62390674 278.003932 278.003932 962.3866392 1180.442893 0.09800961866 218.0556552 456.96025 2.48930222 -1412.779337
0.47 483.1944755 73.53535377 275.6780441 275.6780441 965.3253566 1184.531552 0.09850917033 219.2055993 458.507588 2.475357597 -1417.671404
0.475 489.1273505 75.46623423 273.396829 273.396829 968.2738415 1188.618073 0.09899825353 220.3436391 460.044544 2.461618546 -1422.572937
0.48 495.0806517 77.41625101 271.1591402 271.1591402 971.2313241 1192.701881 0.09947704465 221.469967 461.571316 2.448083898 -1427.482418
0.485 501.0543639 79.38511135 268.9638624 268.9638624 974.1970619 1196.782423 0.09994572287 222.5847747 463.0880952 2.434752308 -1432.398382
0.49 507.0484696 81.37252706 266.809911 266.809911 977.1703396 1200.859177 0.1004044694 223.6882536 464.5950661 2.42162227 -1437.319421
0.495 513.0629485 83.37821452 264.6962309 264.6962309 980.1504677 1204.931642 0.1008534672 224.7805939 466.0924069 2.408692133 -1442.244179
0.5 519.0977781 85.4018948 262.6217966 262.6217966 983.1367829 1208.999346 0.1012929001 225.8619848 467.58029 2.39596011 -1447.171354
0.505 525.1529333 87.44329372 260.5856108 260.5856108 986.1286466 1213.061836 0.1017229524 226.9326137 469.0588819 2.383424293 -1452.099701
0.51 531.228387 89.50214189 258.5867044 258.5867044 989.1254448 1217.118684 0.1021438088 227.9926667 470.5283437 2.371082664 -1457.028024
0.515 537.32411 91.57817472 256.6241354 256.6241354 992.1265873 1221.169485 0.1025556534 229.0423276 471.9888313 2.358933106 -1461.955184
0.52 543.4400711 93.67113247 254.6969883 254.6969883 995.1315071 1225.213853 0.1029586698 230.0817785 473.4404957 2.346973416 -1466.880089
0.525 549.5762372 95.78076022 252.8043736 252.8043736 998.1396597 1229.251424 0.1033530407 231.1111991 474.8834832 2.335201312 -1471.801703
0.53 555.7325735 97.9068079 250.9454271 250.9454271 1001.150522 1233.281852 0.1037389475 232.1307668 476.3179355 2.323614446 -1476.719035
0.535 561.9090433 100.0490302 249.1193091 249.1193091 1004.163594 1237.30481 0.10411657 233.1406565 477.74399 2.312210409 -1481.631145
0.54 568.1056086 102.2071868 247.3252038 247.3252038 1007.178393 1241.319991 0.1044860863 234.1410407 479.16178 2.300986745 -1486.537139
0.545 574.3222298 104.3810418 245.5623188 245.5623188 1010.194459 1245.327104 0.1048476726 235.1320891 480.5714349 2.289940954 -1491.43617
0.55 580.5588658 106.5703643 243.8298843 243.8298843 1013.211351 1249.325873 0.1052015029 236.1139689 481.9730802 2.279070499 -1496.327435
0.555 586.8154742 108.7749279 242.1271526 242.1271526 1016.228645 1253.31604 0.1055477489 237.0868444 483.3668381 2.268372819 -1501.210173
0.56 593.0920114 110.9945111 240.4533973 240.4533973 1019.245936 1257.297362 0.1058865799 238.0508772 484.752827 2.25784533 -1506.083666
0.565 599.3884327 113.2288966 238.807913 238.807913 1022.262837 1261.269609 0.1062181626 239.0062261 486.1311622 2.247485432 -1510.947237
0.57 605.704692 115.4778719 237.1900142 237.1900142 1025.278977 1265.232568 0.1065426612 239.9530469 487.5019558 2.237290513 -1515.800246
0.575 612.0407425 117.7412288 235.5990353 235.5990353 1028.294002 1269.186037 0.1068602371 240.8914928 488.8653168 2.22725796 -1520.642092
0.58 618.3965363 120.0187635 234.0343297 234.0343297 1031.307573 1273.129827 0.1071710487 241.8217139 490.2213515 2.217385156 -1525.472209
0.585 624.7720244 122.3102766 232.4952694 232.4952694 1034.319367 1277.063762 0.1074752517 242.7438576 491.5701633 2.207669489 -1530.290067
0.59 631.1671572 124.6155728 230.981244 230.981244 1037.329074 1280.987678 0.1077729991 243.6580684 492.9118527 2.198108355 -1535.095169
0.595 637.5818842 126.9344612 229.4916609 229.4916609 1040.336399 1284.901421 0.1080644406 244.5644879 494.2465181 2.188699159 -1539.887048
