# nB[fm-3], eps[MeVfm-3], p[MeVfm-3], M*_p[MeV], M*_n[MeV], chempo_p[MeV], chempo_n[MeV], xp[], kF_p[MeV], kF_n[MeV], gamma_fixYp[], dchempo_delta_dYp[MeV]
0.565 621.3651027 135.5060316 208.9885391 208.9885391 1039.667981 1339.594928 0.2099015819 299.9265119 466.5555396 2.175510574 -1569.834406
0.57 628.0743999 138.0749428 207.5077852 207.5077852 1042.98678 1344.121654 0.2105843129 301.13444 467.7929507 2.165937325 -1577.112223
0.575 634.8062965 140.6586619 206.053282 206.053282 1046.30072 1348.63471 0.2112568562 302.3335587 469.0235155 2.156516515 -1584.355198
0.58 641.5607239 143.2569647 204.6243388 204.6243388 1049.609475 1353.133946 0.2119194815 303.5240411 470.2473232 2.147246071 -1591.563656
0.585 648.3376127 145.8696327 203.2202872 203.2202872 1052.912739 1357.619223 0.2125724496 304.7060552 471.4644607 2.138123876 -1598.737929
0.59 655.1368927 148.4964528 201.8404802 201.8404802 1056.210225 1362.090416 0.2132160123 305.879764 472.6750133 2.129147771 -1605.878359
0.595 661.9584932 151.1372176 200.484292 200.484292 1059.501662 1366.547413 0.2138504133 307.0453256 473.8790644 2.120315568 -1612.985293
0.6 668.802343 153.7917247 199.1511165 199.1511165 1062.786795 1370.990113 0.214475888 308.2028937 475.0766958 2.111625055 -1620.059082
0.605 675.6683703 156.4597767 197.8403673 197.8403673 1066.065386 1375.418425 0.2150926641 309.3526173 476.2679875 2.103074002 -1627.100082
0.61 682.5565031 159.1411814 196.5514764 196.5514764 1069.337208 1379.83227 0.2157009618 310.4946412 477.4530179 2.094660169 -1634.108655
0.615 689.4666688 161.8357513 195.2838941 195.2838941 1072.602052 1384.231577 0.2163009938 311.6291061 478.631864 2.086381308 -1641.085163
0.62 696.3987946 164.5433036 194.0370878 194.0370878 1075.859722 1388.616287 0.2168929662 312.7561484 479.8046012 2.078235173 -1648.029969
0.625 703.3528073 167.2636601 192.8105418 192.8105418 1079.110031 1392.986348 0.217477078 313.8759011 480.9713033 2.070219518 -1654.943439
0.63 710.3286336 169.9966468 191.6037566 191.6037566 1082.352807 1397.341715 0.2180535219 314.988493 482.132043 2.062332108 -1661.825939
0.635 717.3261999 172.7420945 190.4162482 190.4162482 1085.587891 1401.682353 0.2186224843 316.0940496 483.2868913 2.054570716 -1668.677834
0.64 724.3454325 175.4998376 189.2475478 189.2475478 1088.81513 1406.008235 0.2191841455 317.1926928 484.435918 2.046933129 -1675.499489
0.645 731.3862576 178.2697151 188.0972008 188.0972008 1092.034386 1410.319338 0.2197386801 318.2845411 485.5791917 2.039417152 -1682.291268
0.65 738.4486012 181.0515696 186.9647668 186.9647668 1095.245529 1414.615647 0.220286257 319.3697099 486.7167796 2.032020608 -1689.053533
0.655 745.5323894 183.8452477 185.849819 185.849819 1098.448437 1418.897156 0.2208270398 320.4483113 487.8487477 2.024741342 -1695.786644
